Koordinatensystem : Lambert konform konisch
Rechtswert        : 3885500 Meter
Hochwert          : 2480500 Meter
Hoehenlage        : 120 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3885500 2480500  3 18 15   9.7 1002  96  6.3 1  3.2  43  341  205 250 -348  0
3885500 2480500  3 18 16   9.6 1002 102  6.3 1  3.3  44  261  170 249 -348  0
3885500 2480500  3 18 17   8.7 1001  73  6.4 0  3.4  47  152  126 243 -344  0
3885500 2480500  3 18 18   7.1 1001  93  3.6 1  3.5  52   50   65 241 -340  0
3885500 2480500  3 18 19   5.7 1001  78  5.6 0  3.5  57    0    6 239 -335  0
3885500 2480500  3 18 20   4.5 1002  79  5.1 0  3.4  62    0    0 230 -329  0
3885500 2480500  3 18 21   3.7 1002  81  5.5 0  3.4  66    0    0 227 -323  0
3885500 2480500  3 18 22   3.3 1002  85  5.6 0  3.3  68    0    0 224 -318  0
3885500 2480500  3 18 23   2.8 1002  83  4.4 0  3.3  69    0    0 223 -315  0
3885500 2480500  3 18 24   2.1 1001  88  3.7 0  3.3  72    0    0 221 -314  0
3885500 2480500  3 19  1   1.5 1001  82  4.3 0  3.3  74    0    0 218 -313  0
3885500 2480500  3 19  2   1.2 1001  67  4.1 0  3.2  77    0    0 217 -312  0
3885500 2480500  3 19  3   1.0 1001  62  3.7 1  3.2  78    0    0 222 -311  0
3885500 2480500  3 19  4   0.0 1001  55  3.3 0  3.2  80    0    0 220 -311  0
3885500 2480500  3 19  5  -0.6 1000  61  3.3 0  3.1  84    0    0 213 -310  0
3885500 2480500  3 19  6  -0.7 1000  47  4.0 1  3.1  86    0    0 217 -310  0
3885500 2480500  3 19  7  -1.2 1000  39  2.9 0  3.1  87    3   10 216 -309  0
3885500 2480500  3 19  8  -0.3 1000  30  3.5 0  3.2  87   61   54 213 -310  0
3885500 2480500  3 19  9   1.8 1000  76  3.6 0  3.3  82  198   87 217 -311  0
3885500 2480500  3 19 10   3.5 1000  79  4.0 0  3.4  72  352   99 222 -316  0
3885500 2480500  3 19 11   5.9 1000  60  3.7 0  3.4  63  479  106 227 -323  0
3885500 2480500  3 19 12   8.5  999  70  4.0 0  3.5  55  553  111 235 -332  0
3885500 2480500  3 19 13   9.6  998  74  4.6 0  3.5  48  589  107 241 -344  0
3885500 2480500  3 19 14  11.1  999  73  4.2 0  3.5  44  563  108 246 -352  0
3885500 2480500  3 19 15  11.5  998  73  4.6 0  3.5  42  486  106 250 -357  0
3885500 2480500  3 19 16  12.0  997  54  4.0 0  3.4  39  364  102 251 -357  0
3885500 2480500  3 19 17  13.1  997  14  3.7 0  3.4  37  220   88 252 -354  0
3885500 2480500  3 19 18  12.3  996  34  3.0 0  3.4  36   75   57 254 -347  0
3885500 2480500  3 19 19  10.6  996  25  3.3 0  3.4  40    1    8 250 -338  0
3885500 2480500  3 19 20   8.4  996  54  2.3 0  3.4  46    0    0 245 -330  0
3885500 2480500  3 19 21   6.0  996  73  2.6 0  3.5  54    0    0 239 -325  0
3885500 2480500  3 19 22   4.8  996  95  2.8 0  3.5  61    0    0 234 -321  0
3885500 2480500  3 19 23   3.5  997  94  3.1 0  3.4  66    0    0 231 -318  0
3885500 2480500  3 19 24   2.4  997  88  2.9 2  3.3  69    0    0 237 -316  0
3885500 2480500  3 20  1   2.6  997  82  3.4 0  3.3  71    0    0 236 -314  0
3885500 2480500  3 20  2   1.0  997  90  2.3 1  3.3  74    0    0 229 -313  0
3885500 2480500  3 20  3  -0.2  997 127  1.9 2  3.1  79    0    0 235 -312  0
3885500 2480500  3 20  4  -1.1  997 119  1.1 0  3.0  82    0    0 227 -311  0
3885500 2480500  3 20  5  -1.5  997  71  1.0 0  3.0  85    0    0 214 -311  0
3885500 2480500  3 20  6  -2.5  997 104  1.4 0  2.9  86    0    0 211 -311  0
3885500 2480500  3 20  7  -2.4  997  64  1.3 1  2.8  86    3   12 215 -310  0
3885500 2480500  3 20  8  -0.2  997  64  0.9 0  3.1  88   65   55 217 -311  0
3885500 2480500  3 20  9   3.3  997 125  0.9 0  3.5  82  197   90 220 -313  0
3885500 2480500  3 20 10   6.0  997 126  1.8 0  3.9  72  342  106 227 -319  0
3885500 2480500  3 20 11   8.2  996  80  2.1 0  4.0  62  462  116 233 -329  0
3885500 2480500  3 20 12  11.0  997  96  2.2 0  4.0  53  529  125 240 -342  0
3885500 2480500  3 20 13  12.0  996  76  1.6 0  3.9  46  557  128 247 -353  0
3885500 2480500  3 20 14  13.3  996  42  1.1 0  3.6  38  535  125 250 -360  0
3885500 2480500  3 20 15  14.9  995  70  1.5 0  3.3  33  452  124 254 -363  0
3885500 2480500  3 20 16  16.0  994   3  1.6 0  2.9  26  347  111 255 -362  0
3885500 2480500  3 20 17  16.0  994  53  1.3 0  2.9  25  211   93 255 -357  0
3885500 2480500  3 20 18  14.5  993   7  0.4 1  3.0  27   77   58 256 -349  0
3885500 2480500  3 20 19  12.0  993 135  0.9 2  2.9  31    0   11 258 -340  0
3885500 2480500  3 20 20   9.3  994 176  1.9 1  3.1  38    0    0 250 -332  0
3885500 2480500  3 20 21   6.4  993 167  2.2 0  3.2  47    0    0 235 -327  0
3885500 2480500  3 20 22   4.9  993 312  1.5 0  3.3  57    0    0 225 -324  0
3885500 2480500  3 20 23   3.4  994 315  0.9 1  3.3  63    0    0 225 -321  0
3885500 2480500  3 20 24   2.9  994 322  1.6 5  3.3  68    0    0 240 -320  0
3885500 2480500  3 21  1   2.7  994  65  2.0 4  3.4  71    0    0 250 -319  0
3885500 2480500  3 21  2   2.9  994 120  0.3 7  3.4  73    0    0 257 -317  0
3885500 2480500  3 21  3   4.5  994 336  2.7 8  3.6  71    0    0 275 -316  0
3885500 2480500  3 21  4   4.2  993 128  2.4 8  3.6  68    0    0 282 -316  0
3885500 2480500  3 21  5   4.2  993 139  3.0 8  3.8  72    0    0 283 -316  0
3885500 2480500  3 21  6   3.6  993 141  1.8 8  4.1  79    0    0 285 -315  0
3885500 2480500  3 21  7   3.5  992  98  3.1 8  4.2  85    0    2 287 -314  0
3885500 2480500  3 21  8   3.5  992 170  2.8 8  4.3  86    0   11 287 -314  0
3885500 2480500  3 21  9   3.4  992 118  2.6 8  4.4  88    0   24 287 -317  0
3885500 2480500  3 21 10   3.7  993  77  3.0 8  4.5  89    0   47 288 -323  0
3885500 2480500  3 21 11   4.1  992  51  2.4 8  4.7  91    0  118 289 -330  0
3885500 2480500  3 21 12   4.9  992  57  2.8 7  4.8  90    0  195 288 -339  0
3885500 2480500  3 21 13   6.3  992 337  3.4 6  5.0  87    3  224 285 -348  0
3885500 2480500  3 21 14   6.1  991 329  3.2 7  5.1  85    0  168 287 -355  0
3885500 2480500  3 21 15   6.4  991 331  3.5 6  5.0  82    0  155 288 -358  0
3885500 2480500  3 21 16   6.3  991 333  3.3 6  5.0  81    1  152 284 -358  0
3885500 2480500  3 21 17   5.9  991 321  3.5 7  4.9  82    4  118 288 -354  0
3885500 2480500  3 21 18   5.0  991 330  3.5 8  4.9  85    0   42 295 -346  0
3885500 2480500  3 21 19   4.4  991 342  2.5 8  4.8  89    0    9 297 -337  0
3885500 2480500  3 21 20   3.8  992 319  3.0 8  4.7  91    0    0 294 -331  0
3885500 2480500  3 21 21   3.5  992 340  2.9 8  4.7  93    0    0 293 -328  0
3885500 2480500  3 21 22   3.1  992 346  3.0 7  4.7  96    0    0 291 -327  0
3885500 2480500  3 21 23   3.0  993 336  2.4 7  4.7  98    0    0 289 -325  0
3885500 2480500  3 21 24   2.9  993 360  2.2 8  4.7  99    0    0 293 -323  0
3885500 2480500  3 22  1   2.7  993 334  2.4 7  4.6  98    0    0 294 -322  0
3885500 2480500  3 22  2   2.7  993 341  2.5 7  4.5  96    0    0 292 -321  0
3885500 2480500  3 22  3   2.8  993 333  2.1 6  4.6  97    0    0 291 -320  0
3885500 2480500  3 22  4   2.6  993 333  2.9 7  4.5  96    0    0 292 -319  0
3885500 2480500  3 22  5   2.5  993 351  1.8 7  4.3  93    0    0 294 -319  0
3885500 2480500  3 22  6   2.6  994 336  2.3 7  4.3  92    0    0 295 -319  0
3885500 2480500  3 22  7   2.1  994 335  2.2 8  4.2  91    0    5 298 -318  0
3885500 2480500  3 22  8   2.1  994 332  1.9 7  4.1  91    0   49 297 -316  0
3885500 2480500  3 22  9   2.5  995  12  2.5 8  4.1  90    0   74 298 -316  0
3885500 2480500  3 22 10   2.8  995  24  2.5 8  4.1  88    0  112 301 -317  0
3885500 2480500  3 22 11   2.9  995  30  3.4 8  4.1  87    0  109 303 -319  0
3885500 2480500  3 22 12   3.7  995  42  3.3 8  4.2  86    0   97 304 -323  0
3885500 2480500  3 22 13   4.1  995  41  3.5 8  4.4  86    0   90 308 -329  0
3885500 2480500  3 22 14   4.9  995  49  3.9 8  4.5  84    0   95 311 -333  0
3885500 2480500  3 22 15   5.3  995  37  4.2 8  4.5  81    0  122 315 -335  0
3885500 2480500  3 22 16   5.5  995  51  4.1 8  4.4  78    1  155 315 -335  0
3885500 2480500  3 22 17   5.9  994  53  4.3 7  4.3  74    6  131 312 -334  0
3885500 2480500  3 22 18   5.6  994  79  4.1 8  4.2  73    8   75 312 -332  0
3885500 2480500  3 22 19   5.1  994  66  3.5 7  4.2  75    0   11 310 -329  0
3885500 2480500  3 22 20   5.0  994 101  3.9 8  4.2  76    0    0 307 -327  0
3885500 2480500  3 22 21   4.7  995 104  2.9 7  4.1  76    0    0 305 -326  0
3885500 2480500  3 22 22   4.3  995  96  3.9 8  4.0  76    0    0 302 -323  0
3885500 2480500  3 22 23   3.9  995  44  3.4 8  4.0  76    0    0 304 -320  0
3885500 2480500  3 22 24   3.5  995  77  3.7 6  3.9  78    0    0 292 -320  0
3885500 2480500  3 23  1   3.3  995  68  4.4 6  3.8  77    0    0 282 -321  0
3885500 2480500  3 23  2   3.1  995  73  3.8 6  3.7  75    0    0 280 -321  0
3885500 2480500  3 23  3   2.9  996  72  3.9 6  3.6  75    0    0 280 -321  0
3885500 2480500  3 23  4   2.9  995  78  3.6 8  3.4  72    0    0 285 -320  0
3885500 2480500  3 23  5   2.6  996  66  3.6 7  3.2  69    0    0 286 -319  0
3885500 2480500  3 23  6   2.1  996  65  4.9 8  3.1  68    0    0 284 -318  0
3885500 2480500  3 23  7   2.1  996  73  4.7 8  3.1  68    0    2 286 -317  0
3885500 2480500  3 23  8   2.2  997  71  4.1 8  3.0  66    0   22 285 -317  0
3885500 2480500  3 23  9   2.7  997  65  3.2 7  2.9  63    0  102 282 -320  0
3885500 2480500  3 23 10   3.8  998  82  5.0 4  2.9  60  134  220 269 -326  0
3885500 2480500  3 23 11   6.8  998  85  4.2 2  3.1  55  377  193 257 -332  0
3885500 2480500  3 23 12   7.7  998  85  4.5 2  3.2  50  441  210 255 -338  0
3885500 2480500  3 23 13   9.2  998  92  3.5 2  3.3  48  389  255 259 -342  0
3885500 2480500  3 23 14   9.9  998 104  4.4 3  3.6  48  343  260 267 -342  0
3885500 2480500  3 23 15   9.8  998 117  4.5 2  3.7  48  384  195 267 -343  0
3885500 2480500  3 23 16   9.5  997 126  5.5 1  3.7  49  298  164 258 -345  0
3885500 2480500  3 23 17   9.6  997 119  4.7 1  3.7  49  179  127 252 -345  0
3885500 2480500  3 23 18   8.4  996 137  4.3 2  3.7  51   65   73 253 -341  0
3885500 2480500  3 23 19   7.2  997 135  3.8 3  3.8  57    0   11 255 -336  0
3885500 2480500  3 23 20   7.2  997 130  4.2 5  4.0  62    0    0 261 -329  0
3885500 2480500  3 23 21   6.1  997 118  3.6 5  4.0  66    0    0 264 -322  0
3885500 2480500  3 23 22   5.6  996 126  5.4 5  4.0  68    0    0 260 -318  0
3885500 2480500  3 23 23   5.2  996 124  4.8 5  4.0  70    0    0 259 -315  0
3885500 2480500  3 23 24   4.5  995 134  3.7 3  4.0  73    0    0 253 -315  0
3885500 2480500  3 24  1   4.2  994 131  3.9 3  4.0  76    0    0 246 -314  0
3885500 2480500  3 24  2   4.0  994 114  2.8 4  4.0  78    0    0 250 -312  0
3885500 2480500  3 24  3   3.5  993 127  2.7 5  4.0  79    0    0 256 -310  0
3885500 2480500  3 24  4   3.5  992 125  3.1 6  4.0  81    0    0 262 -310  0
3885500 2480500  3 24  5   2.9  992 126  2.8 6  4.0  82    0    0 266 -310  0
3885500 2480500  3 24  6   2.8  991 136  2.1 6  4.0  83    0    0 266 -310  0
3885500 2480500  3 24  7   2.4  990 143  1.6 7  3.9  84    0    6 271 -309  0
3885500 2480500  3 24  8   3.4  990 149  1.8 7  4.0  84    0   39 277 -310  0
3885500 2480500  3 24  9   4.6  990 153  1.2 7  4.2  81    0   87 281 -312  0
3885500 2480500  3 24 10   5.6  990 171  2.0 8  4.3  78    0  115 288 -315  0
3885500 2480500  3 24 11   6.3  990 139  1.7 7  4.4  74    0  146 291 -322  0
3885500 2480500  3 24 12   6.5  990 207  1.2 8  4.6  75    0  140 294 -330  0
3885500 2480500  3 24 13   6.9  990 207  2.4 7  5.0  80    0  160 297 -339  0
3885500 2480500  3 24 14   7.7  990 192  2.6 7  5.7  87    1  189 298 -347  0
3885500 2480500  3 24 15   8.7  990 183  2.9 8  6.3  91    5  183 305 -350  0
3885500 2480500  3 24 16  10.1  990 180  1.7 7  6.6  87   43  173 309 -350  0
3885500 2480500  3 24 17  10.8  990 183  0.8 8  6.7  82   19  117 312 -346  0
3885500 2480500  3 24 18  11.3  989 166  1.0 6  6.6  79   32   54 310 -338  0
3885500 2480500  3 24 19  11.2  989 173  1.5 6  6.6  78    0   10 304 -331  0
3885500 2480500  3 24 20   9.8  989 160  1.2 6  6.5  80    0    0 301 -325  0
3885500 2480500  3 24 21   8.6  990 223  0.7 7  6.4  86    0    0 300 -321  0
3885500 2480500  3 24 22   7.9  990 217  0.5 8  6.3  91    0    0 303 -318  0
3885500 2480500  3 24 23   8.0  990 259  0.9 7  6.5  95    0    0 302 -315  0
3885500 2480500  3 24 24   9.0  990 237  4.2 6  6.9  97    0    0 299 -314  0
3885500 2480500  3 25  1   9.6  990 247  3.9 6  7.2  96    0    0 299 -313  0
3885500 2480500  3 25  2  10.1  990 255  5.8 7  7.4  95    0    0 303 -311  0
3885500 2480500  3 25  3  10.9  991 293  6.1 7  7.4  91    0    0 307 -310  0
3885500 2480500  3 25  4  11.2  991 271  6.0 7  7.2  86    0    0 308 -310  0
3885500 2480500  3 25  5  11.1  991 273  5.6 7  7.3  86    0    0 308 -309  0
3885500 2480500  3 25  6  11.0  991 272  6.8 8  7.5  89    0    0 311 -308  0
3885500 2480500  3 25  7  10.5  992 280  6.3 8  7.6  92    0    3 314 -306  0
3885500 2480500  3 25  8  11.0  993 278  6.3 8  7.8  94    8   60 313 -305  0
3885500 2480500  3 25  9  12.4  994 285  7.1 6  7.6  87   39  129 308 -307  0
3885500 2480500  3 25 10  13.0  995 279  6.1 6  7.4  79   86  184 302 -313  0
3885500 2480500  3 25 11  14.8  996 279  6.5 8  7.5  74    0  167 314 -320  0
3885500 2480500  3 25 12  14.7  996 277  6.2 7  7.5  70    5  210 323 -326  0
3885500 2480500  3 25 13  14.9  997 269  5.3 7  7.7  72    0  168 322 -337  0
3885500 2480500  3 25 14  12.2  997 266  4.1 6  8.3  84    4  206 319 -352  0
3885500 2480500  3 25 15  12.5  997 264  4.8 6  8.6  94   20  213 313 -361  0
3885500 2480500  3 25 16  13.8  997 278  4.4 7  8.9  93   46  183 323 -361  0
3885500 2480500  3 25 17  14.2  997 270  3.9 7  8.7  86   66  125 333 -357  0
3885500 2480500  3 25 18  14.3  998 264  5.2 7  7.7  75   19   62 333 -349  0
3885500 2480500  3 25 19  13.7  998 276  5.4 8  7.0  69    6   11 336 -339  0
3885500 2480500  3 25 20  13.1  999 271  4.5 7  6.9  71    0    0 334 -328  0
3885500 2480500  3 25 21  12.9 1000 283  4.1 7  7.0  74    0    0 327 -321  0
3885500 2480500  3 25 22  11.8 1000 278  6.6 8  7.3  80    0    0 331 -317  0
3885500 2480500  3 25 23  11.3 1000 286  6.4 8  7.8  91    0    0 336 -313  0
3885500 2480500  3 25 24  11.8 1000 281  6.2 8  8.0  92    0    0 337 -311  0
3885500 2480500  3 26  1  12.3 1000 288  7.7 8  7.9  88    0    0 338 -311  0
3885500 2480500  3 26  2  11.7 1000 281  7.9 8  8.0  90    0    0 336 -312  0
3885500 2480500  3 26  3  11.7 1000 328  7.4 8  8.4  96    0    0 335 -312  0
3885500 2480500  3 26  4  12.0 1000 324  7.5 6  8.6  97    0    0 326 -313  0
3885500 2480500  3 26  5  12.3 1000 282  8.5 8  8.4  94    0    0 326 -313  0
3885500 2480500  3 26  6  12.4  999 292  7.6 8  8.3  91    0    0 331 -313  0
3885500 2480500  3 26  7  12.1 1000 303  7.3 8  8.3  92    0    6 332 -315  0
3885500 2480500  3 26  8  12.7 1000 355  8.1 7  8.4  92    0   44 331 -316  0
3885500 2480500  3 26  9  13.5 1000 351  8.2 6  8.4  88   31  134 331 -318  0
3885500 2480500  3 26 10  14.6 1001 267  8.2 7  8.4  82    4  161 335 -321  0
3885500 2480500  3 26 11  14.0 1001 346  7.9 7  8.3  81    0  102 338 -328  0
3885500 2480500  3 26 12  14.2 1001  15  8.9 7  8.6  84    0  118 339 -336  0
3885500 2480500  3 26 13  14.2 1001  47  5.3 7  8.6  84    0  115 340 -343  0
3885500 2480500  3 26 14  14.7 1001  58  4.4 8  8.4  81    0   96 346 -351  0
3885500 2480500  3 26 15  14.3 1001 164  4.1 8  8.7  83    0   78 354 -358  0
3885500 2480500  3 26 16  17.3 1000 217  4.3 8  9.1  80   38  189 362 -364  0
3885500 2480500  3 26 17  19.1 1000 270  4.3 6  9.0  68  175   99 346 -368  0
3885500 2480500  3 26 18  18.2  999 249  2.3 6  8.7  64  103   49 320 -369  0
3885500 2480500  3 26 19  16.4  999 224  1.2 6  8.7  69    2   13 320 -367  0
3885500 2480500  3 26 20  15.6  999 250  3.2 6  8.6  75    0    0 316 -363  0
3885500 2480500  3 26 21  15.3  999 242  3.7 6  8.5  76    0    0 315 -360  0
3885500 2480500  3 26 22  14.9  999 197  2.8 7  8.4  77    0    0 331 -357  0
3885500 2480500  3 26 23  14.5  999 169  3.6 7  8.2  77    0    0 339 -355  0
3885500 2480500  3 26 24  14.3  998 195  3.0 6  8.0  77    0    0 334 -353  0
3885500 2480500  3 27  1  12.6  997 187  1.1 6  7.8  80    0    0 326 -351  0
3885500 2480500  3 27  2  11.9  997 209  1.4 7  7.9  87    0    0 326 -350  0
3885500 2480500  3 27  3  10.9  996 253  1.1 5  7.7  90    0    0 318 -348  0
3885500 2480500  3 27  4   9.4  995 259  1.9 6  7.2  92    0    0 307 -348  0
3885500 2480500  3 27  5   8.6  995 255  3.2 6  6.9  94    0    0 308 -348  0
3885500 2480500  3 27  6   9.6  995 258  2.8 4  6.8  92    0    0 296 -350  0
3885500 2480500  3 27  7  10.3  994 239  4.7 4  7.1  91    0    3 282 -351  0
3885500 2480500  3 27  8  14.2  995 276  2.6 5  7.7  84    5   65 289 -354  0
3885500 2480500  3 27  9  14.8  995 271  3.2 5  8.0  76   33  153 303 -359  0
3885500 2480500  3 27 10  18.3  995 255  3.7 3  8.2  68  276  202 294 -367  0
3885500 2480500  3 27 11  20.3  995 266  5.2 3  8.1  56  332  245 292 -374  0
3885500 2480500  3 27 12  20.6  996 265  7.4 3  8.2  54  222  325 306 -382  0
3885500 2480500  3 27 13  18.6  996 268  5.5 6  8.0  56    0  170 330 -390  0
3885500 2480500  3 27 14  17.8  996 268  4.9 7  7.8  58    0   98 353 -395  0
3885500 2480500  3 27 15  17.2  996 287  3.8 5  8.6  68   30  255 349 -396  0
3885500 2480500  3 27 16  17.0  996 257  4.0 5  9.0  72   66  225 340 -392  0
3885500 2480500  3 27 17  15.7  995 277  4.0 8  8.7  74    0   82 354 -386  0
3885500 2480500  3 27 18  14.1  995 254  5.3 6  8.9  83    0   32 354 -381  0
3885500 2480500  3 27 19  13.5  995 257  6.5 7  8.8  87    0   10 343 -376  0
3885500 2480500  3 27 20  13.5  995 217  7.2 7  8.2  83    0    0 345 -373  0
3885500 2480500  3 27 21  14.1  995 241  7.3 6  7.5  75    0    0 337 -370  0
3885500 2480500  3 27 22  13.4  995 193  6.4 5  7.0  70    0    0 322 -368  0
3885500 2480500  3 27 23  12.6  996 207  6.1 5  7.1  74    0    0 312 -368  0
3885500 2480500  3 27 24  11.9  996 203  4.9 5  7.3  80    0    0 310 -367  0
3885500 2480500  3 28  1  11.4  996 225  4.7 6  7.4  85    0    0 315 -365  0
3885500 2480500  3 28  2  11.0  996 237  4.2 5  7.4  88    0    0 313 -364  0
3885500 2480500  3 28  3  11.7  995 250  4.5 5  7.6  89    0    0 306 -363  0
3885500 2480500  3 28  4  11.9  995 224  4.9 7  7.5  86    0    0 320 -363  0
3885500 2480500  3 28  5  12.0  995 225  4.6 7  7.3  82    0    0 335 -363  0
3885500 2480500  3 28  6  11.9  994 252  5.0 7  7.1  80    0    0 334 -363  0
3885500 2480500  3 28  7  11.5  994 253  4.1 8  6.9  79    0    4 340 -361  0
3885500 2480500  3 28  8  11.3  994 250  4.9 7  6.8  80    0   30 339 -361  0
3885500 2480500  3 28  9  11.4  995 246  5.4 7  6.7  79    0   90 332 -363  0
3885500 2480500  3 28 10  12.2  995 231  5.3 7  6.6  76    8  168 334 -366  0
3885500 2480500  3 28 11  12.4  995 254  6.6 7  6.3  69    3  185 335 -369  0
3885500 2480500  3 28 12  13.5  994 234  6.6 6  6.0  63   67  276 331 -376  0
3885500 2480500  3 28 13  13.9  994 266  5.5 7  5.9  60   36  265 333 -383  0
3885500 2480500  3 28 14  13.6  993 260  4.8 7  5.8  58   31  252 336 -382  0
3885500 2480500  3 28 15  13.9  993 292  4.4 7  5.7  57    9  201 334 -378  0
3885500 2480500  3 28 16  12.4  992 274  6.3 8  6.1  64    0  110 334 -374  0
3885500 2480500  3 28 17  11.4  992 232  6.2 8  6.4  72    1   93 332 -370  0
3885500 2480500  3 28 18   8.2  992 256  5.9 8  6.2  81    2   52 324 -367  0
3885500 2480500  3 28 19   8.6  993 252  6.0 6  6.3  90    1   11 311 -361  0
3885500 2480500  3 28 20   7.9  993 215  5.3 6  6.2  89    0    0 300 -355  0
3885500 2480500  3 28 21   8.1  993 228  5.6 6  5.8  86    0    0 298 -350  0
3885500 2480500  3 28 22   8.5  993 221  6.1 7  5.7  82    0    0 304 -348  0
3885500 2480500  3 28 23   8.4  994 261  5.2 7  5.7  80    0    0 309 -347  0
3885500 2480500  3 28 24   7.5  994 241  5.7 8  5.9  86    0    0 315 -347  0
3885500 2480500  3 29  1   7.7  994 240  6.5 8  6.0  91    0    0 322 -348  0
3885500 2480500  3 29  2   7.3  995 241  5.3 7  6.0  91    0    0 318 -347  0
3885500 2480500  3 29  3   7.3  995 246  6.1 8  5.8  90    0    0 319 -347  0
3885500 2480500  3 29  4   7.5  995 234  6.4 7  5.5  84    0    0 321 -346  0
3885500 2480500  3 29  5   7.4  995 230  5.9 8  5.5  84    0    0 322 -345  0
3885500 2480500  3 29  6   6.9  995 227  6.3 8  5.6  87    0    0 328 -343  0
3885500 2480500  3 29  7   6.5  995 208  6.9 8  5.6  90    0    3 329 -344  0
3885500 2480500  3 29  8   7.1  996 230  5.2 7  5.8  92   20   72 325 -345  0
3885500 2480500  3 29  9   8.7  996 239  6.4 5  6.0  89   86  141 312 -348  0
3885500 2480500  3 29 10   8.4  997 244  6.4 6  5.9  83   40  203 310 -352  0
3885500 2480500  3 29 11   9.7  997 249  6.2 7  5.6  77   40  248 321 -356  0
3885500 2480500  3 29 12   9.2  998 237  7.2 8  5.8  77   66  291 331 -359  0
3885500 2480500  3 29 13  11.4  999 247  8.1 6  6.1  77  164  299 327 -366  0
3885500 2480500  3 29 14  10.1  999 257  5.3 6  6.7  82   59  281 320 -372  0
3885500 2480500  3 29 15  12.1  999 244  5.4 6  7.0  83   68  254 321 -371  0
3885500 2480500  3 29 16  12.6  999 242  7.8 6  6.1  67   50  202 321 -370  0
3885500 2480500  3 29 17  13.8 1000 232  3.5 6  5.8  60   36  141 321 -368  0
3885500 2480500  3 29 18  12.6 1000 230  5.0 5  5.9  62   17   69 317 -365  0
3885500 2480500  3 29 19  11.1 1000 243  4.8 5  5.6  64    6   13 309 -364  0
3885500 2480500  3 29 20  10.9 1001 243  4.2 5  5.5  67    0    0 307 -362  0
3885500 2480500  3 29 21   9.8 1001 217  3.4 4  5.6  71    0    0 301 -361  0
3885500 2480500  3 29 22   9.9 1001 222  4.2 5  5.6  73    0    0 301 -360  0
3885500 2480500  3 29 23  10.0 1001 238  4.7 6  5.7  74    0    0 312 -360  0
3885500 2480500  3 29 24  10.2 1001 216  4.5 1  5.7  73    0    0 291 -360  0
3885500 2480500  3 30  1   9.7 1001 217  4.9 7  5.6  72    0    0 295 -359  0
3885500 2480500  3 30  2   8.9 1001 203  3.9 5  5.5  75    0    0 316 -359  0
3885500 2480500  3 30  3   8.8 1000 233  3.2 5  5.4  75    0    0 304 -359  0
3885500 2480500  3 30  4   8.9 1000 207  3.0 5  5.3  74    0    0 304 -359  0
3885500 2480500  3 30  5   8.0  999 179  2.5 8  5.3  76    0    0 321 -359  0
3885500 2480500  3 30  6   8.0  998 205  3.2 8  5.3  79    0    0 338 -359  0
3885500 2480500  3 30  7   8.3  997 187  2.9 8  5.5  80    0    4 340 -358  0
3885500 2480500  3 30  8   8.6  997 193  4.3 8  5.9  84    0   42 342 -358  0
3885500 2480500  3 30  9  10.5  997 191  7.5 8  6.2  83    0   89 346 -359  0
3885500 2480500  3 30 10  11.0  996 193  9.7 7  6.3  77    3  172 343 -360  0
3885500 2480500  3 30 11  10.7  996 214 10.1 6  6.6  80    0  168 331 -360  0
3885500 2480500  3 30 12  12.0  996 217  9.7 7  6.9  82    0  144 334 -361  0
3885500 2480500  3 30 13  11.3  996 235  7.4 7  7.3  84    0  140 343 -364  0
3885500 2480500  3 30 14  12.1  996 216  7.2 7  7.7  88    0  149 345 -367  0
